Date,Open,High,Low,Close,Volume
2023-07-31 11:22:41.235071,149.45116006091402,152.3038639565167,147.4774302082318,150.10341820565594,2976006
2023-08-01 11:22:41.235071,147.1961667119669,147.5698326697205,145.26143861383417,147.37215815729945,2977076
2023-08-02 11:22:41.235071,154.84318313971568,159.16306588020674,143.88253020986303,151.85548449158173,4293056
2023-08-03 11:22:41.235071,151.60568129496443,157.0604687055028,150.92766407812363,151.12263373084429,1976119
2023-08-04 11:22:41.235071,150.8343241958977,154.84735955834523,150.5549947807894,151.20059191406875,2842680
2023-08-07 11:22:41.235071,152.89695330335383,154.75619000763334,152.68195005472003,154.49826410113047,1122824
2023-08-08 11:22:41.235071,156.6607648094323,157.14258787189382,153.6934546567219,154.635982644288,1195763
2023-08-09 11:22:41.235071,152.38456379796307,153.34053542548304,150.68993995600655,151.62736774936337,3644249
2023-08-10 11:22:41.235071,156.2607604757706,156.54904498862962,151.3834504171827,154.14928353479303,1323350
2023-08-11 11:22:41.235071,155.08679316005436,154.47993218237002,153.33545762245973,153.87759363183142,4083041
2023-08-14 11:22:41.235071,153.3904572410829,155.68794182358812,150.9694969928878,153.37391786595052,4793584
2023-08-15 11:22:41.235071,154.20768761623825,154.53689155736683,151.27193234381355,152.60547265710974,1476343
2023-08-16 11:22:41.235071,154.4338579916828,157.1460837298723,145.83886171226266,153.57464612145557,4538259
2023-08-17 11:22:41.235071,150.562124104345,153.871789093335,148.47250688904487,151.41817849883282,4277134
2023-08-18 11:22:41.235071,152.08868338947244,153.02938022571558,150.37366150527853,151.46204061478034,3351992
2023-08-21 11:22:41.235071,150.82891872822933,152.53372838168428,148.31865062789802,150.51979545374647,3246753
2023-08-22 11:22:41.235071,149.81318373983845,152.92826167520835,147.16414639238982,150.25316082339276,1951994
2023-08-23 11:22:41.235071,144.82044397689725,154.40597685737046,143.45704574038044,147.8207437222299,2228879
2023-08-24 11:22:41.235071,149.2724514693154,150.13812065504712,145.17982409690282,149.27895003364156,3364190
2023-08-25 11:22:41.235071,149.2735907859454,153.6586941694159,142.487832329938,150.18420338627757,2202928
2023-08-28 11:22:41.235071,148.54903795613282,150.3220451529526,143.91428005118368,146.81666270077636,2491707
2023-08-29 11:22:41.235071,147.2032569937112,148.06052311223004,146.02901709858438,147.53425891822837,4593575
2023-08-30 11:22:41.235071,147.4361446544155,151.3367230856349,146.00022559429553,147.47654280769734,3359170
2023-08-31 11:22:41.235071,146.65043235191663,148.6329191824418,144.0988784466764,145.53387478096073,1444605
2023-09-01 11:22:41.235071,145.8570715927597,144.11486147046602,141.87066179137543,143.7918276034525,3819865
2023-09-04 11:22:41.235071,144.89857704332553,145.70719671423566,141.61901858248515,144.30821647538187,3446271
2023-09-05 11:22:41.235071,147.87592578660878,148.7065557317478,146.99259680495584,147.6905513352553,4067838
2023-09-06 11:22:41.235071,150.58035777961413,151.35274982399312,147.07813144658815,149.88503824909216,3559801
2023-09-07 11:22:41.235071,148.86301771470687,150.51274370261584,147.81382090584,149.5209864420355,1692225
2023-09-08 11:22:41.235071,151.51429966158685,158.17388034327624,151.73059905435713,152.56084001556042,2843207
2023-09-11 11:22:41.235071,153.0757448364115,157.21969862988468,150.51686864128243,152.2107905152291,4897039
2023-09-12 11:22:41.235071,155.68519527468854,155.17950464057347,149.18171245307727,154.04229810052635,1099176
2023-09-13 11:22:41.235071,155.5300453660155,156.78605396383105,153.670332106359,155.2210972298503,1546955
2023-09-14 11:22:41.235071,163.48686426989875,161.37712327911927,156.85649456632092,158.09612902085166,4295429
2023-09-15 11:22:41.235071,159.79134594929783,159.25300800461105,152.10318917085976,157.12124833591463,2241074
2023-09-18 11:22:41.235071,154.73171530639476,159.4890990264425,153.8554451897285,155.9863242099325,4042514
2023-09-19 11:22:41.235071,155.41910521662044,159.0947517473116,152.59355856866304,156.83661930651408,4918381
2023-09-20 11:22:41.235071,153.08189791668568,155.4862691567516,148.05888976151783,153.61590625491053,2137108
2023-09-21 11:22:41.235071,153.03866449859984,155.01486391630002,150.04016136466353,153.6149549157828,3762610
2023-09-22 11:22:41.235071,154.3627825761514,153.83571437334348,150.44037870689255,151.2369587919491,2141632
2023-09-25 11:22:41.235071,146.73451100893968,151.40698471538863,144.88594712556537,147.39833301141792,1912508
2023-09-26 11:22:41.235071,146.04221189310903,151.38088436517583,144.19292775318144,147.04011417473808,1909100
2023-09-27 11:22:41.235071,149.16143483253907,149.0029741016128,147.3487762467156,148.00241363860084,1359610
2023-09-28 11:22:41.235071,149.72370825469804,152.18936181282692,150.3258689713285,151.41075540755668,2735050
2023-09-29 11:22:41.235071,151.74920963372864,152.09518042137617,146.7322715020938,149.65206425968702,3996417
2023-10-02 11:22:41.235071,151.54133109743734,152.90382554077397,149.34287638081736,149.63906183480853,3180943
2023-10-03 11:22:41.235071,152.19412241637738,156.899136970611,142.98061752076353,151.31113542768784,4756549
2023-10-04 11:22:41.235071,151.33515426438439,152.7328738093848,144.55298199590942,150.01851905943317,3552414
2023-10-05 11:22:41.235071,150.41221245455736,154.4845227113619,151.1204217505379,151.92329508485741,1264994
2023-10-06 11:22:41.235071,154.51882373962212,158.67830743341398,155.50145350622162,155.93889215317435,1818221
2023-10-09 11:22:41.235071,155.1252199254841,157.13820591179933,152.80302326985492,155.6879178639505,3614100
2023-10-10 11:22:41.235071,154.19758824409675,157.00349373922685,151.55873972098823,153.9824271671471,3120264
2023-10-11 11:22:41.235071,153.66544802495304,157.04312981825584,150.6479331198772,152.37399088099738,4331970
2023-10-12 11:22:41.235071,150.7506620654736,159.95248236157997,151.0940382711042,153.0109984986441,3889775
2023-10-13 11:22:41.235071,152.51398285689098,155.44657563707037,149.51269434706512,152.86220733144805,2674272
2023-10-16 11:22:41.235071,156.00173508057773,157.98459913539847,149.26585106251213,154.95270063092113,3467226
2023-10-17 11:22:41.235071,154.67248397357415,156.1142404157696,153.60139203507666,154.7375556468645,1024271
2023-10-18 11:22:41.235071,152.95429552382384,157.56420705939817,152.74914375680103,154.52296881777974,4964248
2023-10-19 11:22:41.235071,155.44170652837335,162.89795291654303,149.17996747179208,154.49404245452874,3732219
2023-10-20 11:22:41.235071,154.20715906272744,159.91333637635194,152.6051681362887,154.26597626729918,4220310
2023-10-23 11:22:41.235071,158.3879270575412,160.7097933343456,152.56325792426952,154.07753965082188,3936869
2023-10-24 11:22:41.235071,152.4161365679945,154.83888815641734,152.01864849573704,152.50355872442265,2114518
2023-10-25 11:22:41.235071,155.52595540410292,152.7354284280667,147.69690579063294,151.77851301139992,2170426
2023-10-26 11:22:41.235071,152.46586276829905,152.61596555948535,150.9747957058284,151.15972037599104,3115820
2023-10-27 11:22:41.235071,153.51446114251178,152.88122749430204,150.5134735182276,152.3032634036559,3647601
2023-10-30 11:22:41.235071,154.60847708448142,153.48435869105347,149.88832625534044,151.96752526750652,1955314
2023-10-31 11:22:41.235071,153.4979413952395,155.13943355643502,152.17828875137874,154.62895050000031,2655893
2023-11-01 11:22:41.235071,157.37804905193005,156.27188705388184,155.1743653168545,156.21840403456125,3573550
2023-11-02 11:22:41.235071,150.5661600748038,151.9726418453122,145.88342112252707,149.36872617556224,2211799
2023-11-03 11:22:41.235071,148.49816661457191,152.8140442163002,146.57604693306413,147.6550974367779,2341528
2023-11-06 11:22:41.235071,147.97028690362146,150.43319210718005,144.52127864270955,148.2411247322295,1595111
2023-11-07 11:22:41.235071,150.27639344746478,153.80442475924386,150.25778179171786,150.71785736510526,2550750
2023-11-08 11:22:41.235071,151.9502196850606,154.56709703389149,151.54258768364434,152.86064077490354,3119239
2023-11-09 11:22:41.235071,153.39946259784446,151.1215026549875,149.06185635294008,151.10628262210767,3337619
2023-11-10 11:22:41.235071,153.65410952459268,152.13103557345974,149.70833850478957,152.04905797453583,4462762
2023-11-13 11:22:41.235071,144.8094308029551,149.8778707737125,143.58700570330112,145.94743428362548,3186178
2023-11-14 11:22:41.235071,145.33010248259396,147.69057875551837,142.53307000448217,145.05306558185538,2299184
2023-11-15 11:22:41.235071,148.7313583818964,148.1270214410148,145.91133024975278,147.8609101858582,3219000
2023-11-16 11:22:41.235071,146.63122072884792,151.3992316810864,144.96787972744642,148.38634813017174,4601221
2023-11-17 11:22:41.235071,143.76917888811937,145.88300233673183,143.56657641704962,145.349674828112,1347250
2023-11-20 11:22:41.235071,147.61132741017295,147.88188125884568,141.4646610244602,145.74995327921084,1063170
2023-11-21 11:22:41.235071,143.45462977128335,149.16569753135877,141.1351750113679,144.6058363788503,3916720
2023-11-22 11:22:41.235071,145.1442294885203,147.30834864743426,144.26608457812546,146.8368822641748,1939641
2023-11-23 11:22:41.235071,144.91544155910645,146.47967851129042,145.5874597748821,145.91207403663702,4253832
2023-11-24 11:22:41.235071,145.06965145291522,150.25962418576444,143.03673759304044,145.33106935949425,1692722
2023-11-27 11:22:41.235071,149.08175164545295,149.36042630332597,147.41580212754724,148.6882189675493,1461357
2023-11-28 11:22:41.235071,147.44288427784457,149.66304392269595,147.1378760081823,148.19970223542097,4094719
2023-11-29 11:22:41.235071,148.63003983215205,151.09268700006558,146.30738124216919,146.97315095437315,4847124
2023-11-30 11:22:41.235071,147.05548433115447,146.60674140753702,141.9951952647437,146.15098994719796,3285456
